Snapshot_Month,App_Name,Total_Volume_Mn,Total_Value_Cr,Network_Volume,Market_Share_Pct,Market_Share_Squared
2023-01-01,IndusInd Bank Apps,0.84,962.09,8142.85,0.010315798522630282,0.0001064156991595011
2023-01-01,Union Bank Apps,0.8,303.93,8142.85,0.00982457002155265,9.652217610839104e-05
2023-01-01,AU Small Finance Bank Apps,0.58,181.45,8142.85,0.007122813265625671,5.0734468816973035e-05
2023-01-01,DBS Digibank Apps,0.41,174.02,8142.85,0.0050350921360457325,2.5352152818469576e-05
2023-01-01,Karnataka Bank Apps,0.4,85.81,8142.85,0.004912285010776325,2.413054402709776e-05
2023-01-01,UCO Bank Apps,0.32,101.06,8142.85,0.00392982800862106,1.5443548177342567e-05
2023-01-01,Central Bank of India Apps,0.31,68.68,8142.85,0.0038070208833516517,1.449340800627559e-05
2023-01-01,Indian Bank Apps,0.26,73.38,8142.85,0.0031929852570046113,1.0195154851448804e-05
2023-01-01,Punjab National Bank Apps,0.25,82.15,8142.85,0.0030701781317352033,9.425993760585063e-06
2023-01-01,Bank of India Apps,0.24,70.34,8142.85,0.0029473710064657948,8.686995849755192e-06
2023-01-01,slice,0.22,45.82,8142.85,0.0027017567559269786,7.299489568197071e-06
2023-01-01,Groww,0.19,152.17,8142.85,0.0023333353801187544,5.4444539961139316e-06
2023-01-01,South Indian Bank Apps,0.19,56.75,8142.85,0.0023333353801187544,5.4444539961139316e-06
2023-01-01,Standard Chartered Bank Apps,0.15,85.16,8142.85,0.0018421068790411218,3.3933577538106223e-06
2023-01-01,HSBC Bank Apps,0.13,75.58,8142.85,0.0015964926285023057,2.548788712862201e-06
2023-01-01,Citi Bank Apps,0.12,71.81,8142.85,0.0014736855032328974,2.171748962438798e-06
2023-01-01,Fave,0.11,7.87,8142.85,0.0013508783779634893,1.8248723920492678e-06
2023-01-01,Fino Payments bank Apps,0.11,7.51,8142.85,0.0013508783779634893,1.8248723920492678e-06
2023-01-01,TataNeu,0.11,14.79,8142.85,0.0013508783779634893,1.8248723920492678e-06
2023-01-01,Bank of Maharashtra Apps,0.08,20.39,8142.85,0.000982457002155265,9.652217610839104e-07
2023-01-01,Eroute,0.08,2.29,8142.85,0.000982457002155265,9.652217610839104e-07
2023-01-01,MakeMyTrip,0.08,35.59,8142.85,0.000982457002155265,9.652217610839104e-07
2023-01-01,IDBI Bank Apps,0.07,30.81,8142.85,0.000859649876885857,7.389979108298691e-07
2023-01-01,Tamilnad Mercantile Bank Apps,0.07,11.67,8142.85,0.000859649876885857,7.389979108298691e-07
2023-01-01,City Union Bank Apps,0.05,15.51,8142.85,0.0006140356263470406,3.770397504234025e-07
2023-01-01,Cointab,0.05,21.16,8142.85,0.0006140356263470406,3.770397504234025e-07
2023-01-01,Karur Vysya Bank Apps,0.04,15.27,8142.85,0.0004912285010776325,2.413054402709776e-07
2023-01-01,Punjab Sind Bank Apps,0.04,13.08,8142.85,0.0004912285010776325,2.413054402709776e-07
2023-01-01,Ultracash,0.04,2.25,8142.85,0.0004912285010776325,2.413054402709776e-07
2023-01-01,Allahabad Bank Apps,0.03,9.17,8142.85,0.00036842137580822434,1.3573431015242488e-07
2023-01-01,Equitas Small Finance Bank Apps,0.02,13.02,8142.85,0.00024561425053881627,6.03263600677444e-08
2023-01-01,NSDL Payments Bank Apps,0.02,3.0,8142.85,0.00024561425053881627,6.03263600677444e-08
2023-01-01,Utkarsh Small Finance Bank Apps,0.02,8.35,8142.85,0.00024561425053881627,6.03263600677444e-08
2023-01-01,Others,0.02,5.57,8142.85,0.00024561425053881627,6.03263600677444e-08
2023-01-01,Bajaj Markets,0.01,0.5,8142.85,0.00012280712526940813,1.50815900169361e-08
2023-01-01,Bandhan Bank Apps,0.01,1.47,8142.85,0.00012280712526940813,1.50815900169361e-08
2023-01-01,Dhanlaxmi Bank Apps,0.01,2.76,8142.85,0.00012280712526940813,1.50815900169361e-08
2023-01-01,GoIbibo,0.01,1.6,8142.85,0.00012280712526940813,1.50815900169361e-08
2023-01-01,Indian Overseas Bank Apps,0.01,2.31,8142.85,0.00012280712526940813,1.50815900169361e-08
2023-01-01,Janata Sahakari Bank Apps,0.01,3.98,8142.85,0.00012280712526940813,1.50815900169361e-08
2023-01-01,Slash,0.01,0.68,8142.85,0.00012280712526940813,1.50815900169361e-08
2023-01-01,Transerv,0.01,0.71,8142.85,0.00012280712526940813,1.50815900169361e-08
2023-02-01,PhonePe,3519.12,620121.97,7633.4,46.10160609951005,2125.3580849543823
2023-02-01,Google Pay,2639.55,424442.48,7633.4,34.578955642308806,1195.70417331276
2023-02-01,Paytm,1137.53,136528.25,7633.4,14.902009589435899,222.06988980363948
2023-02-01,Axis Bank Apps,51.95,1413.95,7633.4,0.6805617418188488,0.46316428442750535
2023-02-01,Amazon Pay,47.8,4981.82,7633.4,0.6261954044069484,0.3921206845003817
2023-02-01,ICICI Bank Apps,40.52,14831.4,7633.4,0.5308250582964341,0.2817752425154127
2023-02-01,Cred,36.57,17902.2,7633.4,0.4790787853381193,0.2295164825610478
2023-02-01,Yes Bank Apps,26.55,7518.24,7633.4,0.3478135562134829,0.12097426988586965
2023-02-01,BHIM,23.21,7158.37,7633.4,0.30405847983860407,0.0924515591617628
2023-02-01,IDFC Bank Apps,22.28,3044.21,7633.4,0.2918751801294312,0.08519112077558791
2023-02-01,Kotak Mahindra Bank Apps,12.09,2521.65,7633.4,0.158382896219247,0.025085141814796767
2023-02-01,HDFC Bank Apps,11.87,3116.17,7633.4,0.15550082532030288,0.02418050667529535
2023-02-01,WhatsApp,11.63,970.67,7633.4,0.15235674797600024,0.023212578653822452
2023-02-01,Airtel Payments Bank Apps,8.71,730.45,7633.4,0.11410380695365108,0.013019678761316072
2023-02-01,Bajaj Finserv,5.44,882.75,7633.4,0.07126575313752719,0.005078807570258966
2023-02-01,Samsung Pay,5.24,488.33,7633.4,0.06864568868394164,0.004712230574892633
2023-02-01,Federal Bank Apps,4.76,590.97,7633.4,0.06235753399533629,0.0038884620459795215
2023-02-01,India Post Payments Bank Apps,4.05,609.49,7633.4,0.05305630518510756,0.0028149715198952712
2023-02-01,State Bank of India Apps,3.72,1753.93,7633.4,0.04873319883669139,0.002374924668856499
2023-02-01,Mobikwik,3.39,804.92,7633.4,0.04441009248827522,0.001972256314817159
2023-02-01,Jupiter,2.39,314.07,7633.4,0.03130977022034742,0.0009803017112509542
2023-02-01,RBL Bank Apps,1.74,489.45,7633.4,0.022794560746194358,0.0005195919996119447
2023-02-01,FamPay PPI,1.6,21.73,7633.4,0.020960515628684468,0.00043934321542032586
2023-02-01,Jio Payments Bank Apps,1.5,104.03,7633.4,0.019650483401891686,0.00038614149792802065
2023-02-01,Deutsche Bank Apps,1.32,118.35,7633.4,0.017292425393664684,0.0002990279759954592
2023-02-01,Bank of Baroda Apps,1.14,409.33,7633.4,0.01493436738543768,0.0002230353292032247
2023-02-01,Canara Bank Apps,1.09,284.23,7633.4,0.014279351272041295,0.00020389987275034734
2023-02-01,IndusInd Bank Apps,0.78,848.43,7633.4,0.010218251368983678,0.00010441266103973681
2023-02-01,Union Bank Apps,0.71,280.27,7633.4,0.009301228810228731,8.651285738022898e-05
2023-02-01,AU Small Finance Bank Apps,0.55,165.07,7633.4,0.007205177247360286,5.191457916587835e-05
2023-02-01,slice,0.47,117.78,7633.4,0.006157151465926061,3.7910514174355444e-05
2023-02-01,DBS Digibank Apps,0.39,161.51,7633.4,0.005109125684491839,2.6103165259934203e-05
2023-02-01,Karnataka Bank Apps,0.39,88.38,7633.4,0.005109125684491839,2.6103165259934203e-05
2023-02-01,Punjab National Bank Apps,0.33,90.01,7633.4,0.004323106348416171,1.86892484997162e-05
2023-02-01,Central Bank of India Apps,0.32,72.15,7633.4,0.004192103125736893,1.757372861681303e-05
2023-02-01,UCO Bank Apps,0.31,97.44,7633.4,0.004061099903057615,1.649253242261457e-05
2023-02-01,Bank of India Apps,0.24,68.69,7633.4,0.0031440773443026696,9.885222346957328e-06
2023-02-01,Indian Bank Apps,0.24,68.57,7633.4,0.0031440773443026696,9.885222346957328e-06
2023-02-01,Groww,0.21,158.9,7633.4,0.002751067676264836,7.568373359389205e-06
2023-02-01,South Indian Bank Apps,0.2,54.81,7633.4,0.0026200644535855585,6.864737740942592e-06
2023-02-01,EROUTE,0.17,6.08,7633.4,0.0022270547855477245,4.959773017831022e-06
2023-02-01,Standard Chartered Bank Apps,0.14,82.79,7633.4,0.001834045117509891,3.36372149306187e-06
2023-02-01,TataNeu,0.13,14.54,7633.4,0.0017030418948306128,2.900351695548244e-06
2023-02-01,HSBC Bank Apps,0.12,73.04,7633.4,0.0015720386721513348,2.471305586739332e-06
2023-02-01,Fave,0.11,7.08,7633.4,0.001441035449472057,2.0765831666351335e-06
2023-02-01,Fino Payments bank Apps,0.1,6.5,7633.4,0.0013100322267927793,1.716184435235648e-06
2023-02-01,Citi Bank Apps,0.08,59.37,7633.4,0.0010480257814342233,1.0983580385508143e-06
2023-02-01,Bank of Maharashtra Apps,0.07,19.02,7633.4,0.0009170225587549455,8.409303732654675e-07
2023-02-01,IDBI Bank Apps,0.07,29.25,7633.4,0.0009170225587549455,8.409303732654675e-07
2023-02-01,City Union Bank Apps,0.06,15.94,7633.4,0.0007860193360756674,6.17826396684833e-07
2023-02-01,Tamilnad Mercantile Bank Apps,0.06,10.21,7633.4,0.0007860193360756674,6.17826396684833e-07
2023-02-01,MakeMyTrip,0.05,22.7,7633.4,0.0006550161133963896,4.29046108808912e-07
2023-02-01,Cointab,0.04,16.4,7633.4,0.0005240128907171116,2.7458950963770357e-07
2023-02-01,Karur Vysya Bank Apps,0.04,14.78,7633.4,0.0005240128907171116,2.7458950963770357e-07
2023-02-01,Punjab Sind Bank Apps,0.04,12.34,7633.4,0.0005240128907171116,2.7458950963770357e-07
2023-02-01,Allahabad Bank Apps,0.03,8.47,7633.4,0.0003930096680378337,1.5445659917120825e-07
2023-02-01,Ultracash,0.03,1.67,7633.4,0.0003930096680378337,1.5445659917120825e-07
2023-02-01,Others,0.03,9.01,7633.4,0.0003930096680378337,1.5445659917120825e-07
2023-02-01,Transerv,0.02,3.13,7633.4,0.0002620064453585558,6.864737740942589e-08
2023-02-01,Equitas Small Finance Bank Apps,0.02,11.41,7633.4,0.0002620064453585558,6.864737740942589e-08
2023-02-01,NSDL Payments Bank Apps,0.02,3.0,7633.4,0.0002620064453585558,6.864737740942589e-08
2023-02-01,Utkarsh Small Finance Bank Apps,0.02,9.01,7633.4,0.0002620064453585558,6.864737740942589e-08
2023-02-01,Bandhan Bank Apps,0.01,1.71,7633.4,0.0001310032226792779,1.7161844352356473e-08
2023-02-01,Bajaj Finserv,0.01,3.43,7633.4,0.0001310032226792779,1.7161844352356473e-08
2023-02-01,Dhanlaxmi Bank Apps,0.01,2.67,7633.4,0.0001310032226792779,1.7161844352356473e-08
2023-02-01,Indian Overseas Bank Apps,0.01,2.31,7633.4,0.0001310032226792779,1.7161844352356473e-08
2023-02-01,Slash,0.01,0.49,7633.4,0.0001310032226792779,1.7161844352356473e-08
2023-03-01,PhonePe,4076.32,707410.47,8790.56,46.37156222129193,2150.321782843149
2023-03-01,Google Pay,3054.44,482896.69,8790.56,34.74681931526547,1207.3414525277055
2023-03-01,Paytm,1288.38,154430.4,8790.56,14.656404142625728,214.8101823919766
2023-03-01,Axis Bank Apps,58.24,1976.67,8790.56,0.6625288946324239,0.4389445362228615
2023-03-01,Amazon Pay,50.56,5360.9,8790.56,0.5751624469885878,0.3308118404259
2023-03-01,Cred,42.84,21056.31,8790.56,0.4873409657632734,0.23750121691108003
2023-03-01,ICICI Bank Apps,41.59,17624.14,8790.56,0.47312116634207607,0.22384363804088642
2023-03-01,Yes Bank Apps,31.47,10093.9,8790.56,0.35799767022806284,0.12816233188872084
2023-03-01,BHIM,23.68,7498.24,8790.56,0.2693798802351614,0.07256551987550991
2023-03-01,HDFC Bank Apps,14.22,3644.88,8790.56,0.16176443821554032,0.02616773347118936
2023-03-01,IDFC Bank Apps,14.02,3306.18,8790.56,0.15948927030814875,0.025436827343425738
2023-03-01,Kotak Mahindra Bank Apps,13.77,2854.65,8790.56,0.15664531042390928,0.0245377532778029
2023-03-01,WhatsApp,13.35,1144.76,8790.56,0.151867457818387,0.023063724744219558
2023-03-01,Airtel Payments Bank Apps,10.66,761.51,8790.56,0.12126644946397044,0.014705551765597697
2023-03-01,Fampay PPI,9.49,124.59,8790.56,0.10795671720572979,0.011654652789837914
2023-03-01,Bajaj Finserv,6.7,965.35,8790.56,0.07621812489761745,0.005809202562908813
2023-03-01,Samsung Pay,5.68,528.09,8790.56,0.06461476856992046,0.004175068317344381
2023-03-01,Federal Bank Apps,5.25,648.51,8790.56,0.059723157569028594,0.0035668555500150173
2023-03-01,India Post Payments Bank Apps,4.44,667.69,8790.56,0.05050872754409277,0.0025511315581233955
2023-03-01,State Bank of India Apps,4.36,2011.65,8790.56,0.04959866038113614,0.0024600271116032835
2023-03-01,Mobikwik,3.64,937.98,8790.56,0.041408055914526495,0.0017146270946205527
2023-03-01,Jupiter,2.66,358.12,8790.56,0.030259733168307823,0.0009156514514171886
2023-03-01,RBL Bank Apps,1.88,545.98,8790.56,0.021386578329480713,0.00045738573264301406
2023-03-01,Deutsche Bank Apps,1.73,187.11,8790.56,0.019680202398937044,0.0003873103664631274
2023-03-01,Jio Payments Bank Apps,1.68,118.72,8790.56,0.01911141042208915,0.0003652460083215378
2023-03-01,Canara Bank Apps,1.39,374.43,8790.56,0.01581241695637138,0.00025003253000214115
2023-03-01,Bank of Baroda Apps,1.16,447.25,8790.56,0.013195973862871082,0.00017413372618957674
2023-03-01,IndusInd Bank Apps,0.93,950.35,8790.56,0.01057953076937078,0.0001119264713000631
2023-03-01,Union Bank Apps,0.75,310.24,8790.56,0.008531879652718372,7.279297040846976e-05
2023-03-01,AU Small Finance Bank Apps,0.62,186.48,8790.56,0.007053020512913853,4.974509835558359e-05
2023-03-01,Punjab National Bank Apps,0.43,110.59,8790.56,0.004891611000891866,2.3927858184046324e-05
2023-03-01,Karnataka Bank Apps,0.42,91.53,8790.56,0.004777852605522288,2.2827875520096113e-05
2023-03-01,DBS Digibank Apps,0.41,177.88,8790.56,0.004664094210152709,2.1753774801180025e-05
2023-03-01,Central Bank of India Apps,0.36,83.56,8790.56,0.004095302233304818,1.6771500382111427e-05
2023-03-01,UCO Bank Apps,0.36,116.66,8790.56,0.004095302233304818,1.6771500382111427e-05
2023-03-01,Eroute,0.27,19.25,8790.56,0.003071476674978614,9.433968964937681e-06
2023-03-01,Indian Bank Apps,0.26,92.41,8790.56,0.0029577182796090354,8.748097421533433e-06
2023-03-01,Bank of India Apps,0.23,71.14,8790.56,0.002616443093500301,6.845774461525424e-06
2023-03-01,South Indian Bank Apps,0.22,66.08,8790.56,0.002502684698130722,6.2634306982576626e-06
2023-03-01,Groww,0.18,137.64,8790.56,0.002047651116652409,4.192875095527857e-06
2023-03-01,Standard Chartered Bank Apps,0.15,94.14,8790.56,0.0017063759305436742,2.91171881633879e-06
2023-03-01,HSBC Bank Apps,0.14,89.71,8790.56,0.001592617535174096,2.5364306133440126e-06
2023-03-01,Fino Payments bank Apps,0.13,8.18,8790.56,0.0014788591398045177,2.187024355383358e-06
2023-03-01,Citi Bank Apps,0.12,67.55,8790.56,0.0013651007444349394,1.8635000424568258e-06
2023-03-01,TataNeu,0.12,15.0,8790.56,0.0013651007444349394,1.8635000424568258e-06
2023-03-01,Fave,0.08,6.4,8790.56,0.0009100671629566262,8.282222410919225e-07
2023-03-01,IDBI Bank Apps,0.07,32.38,8790.56,0.000796308767587048,6.341076533360032e-07
2023-03-01,Tamilnad Mercantile Bank Apps,0.07,12.42,8790.56,0.000796308767587048,6.341076533360032e-07
2023-03-01,Bank of Maharashtra Apps,0.06,21.29,8790.56,0.0006825503722174697,4.6587501061420645e-07
2023-03-01,City Union Bank Apps,0.06,18.93,8790.56,0.0006825503722174697,4.6587501061420645e-07
2023-03-01,Transerv PPI,0.06,8.11,8790.56,0.0006825503722174697,4.6587501061420645e-07
2023-03-01,Bajaj Finserv PPI,0.05,12.22,8790.56,0.0005687919768478914,3.235243129265323e-07
2023-03-01,MakeMyTrip,0.05,23.5,8790.56,0.0005687919768478914,3.235243129265323e-07
2023-03-01,Cointab,0.04,19.07,8790.56,0.0004550335814783131,2.0705556027298063e-07
2023-03-01,Karur Vysya Bank Apps,0.04,15.84,8790.56,0.0004550335814783131,2.0705556027298063e-07
2023-03-01,Punjab Sind Bank Apps,0.04,13.74,8790.56,0.0004550335814783131,2.0705556027298063e-07
2023-03-01,Ultracash,0.04,2.61,8790.56,0.0004550335814783131,2.0705556027298063e-07
2023-03-01,Allahabad Bank Apps,0.03,8.33,8790.56,0.00034127518610873486,1.1646875265355161e-07
2023-03-01,NSDL Payments Bank Apps,0.03,3.47,8790.56,0.00034127518610873486,1.1646875265355161e-07
2023-03-01,Equitas Small Finance Bank Apps,0.02,13.57,8790.56,0.00022751679073915656,5.176389006824516e-08
2023-03-01,Indian Overseas Bank Apps,0.02,4.47,8790.56,0.00022751679073915656,5.176389006824516e-08
2023-03-01,Utkarsh Small Finance Bank Apps,0.02,6.35,8790.56,0.00022751679073915656,5.176389006824516e-08
2023-03-01,Others,0.02,5.18,8790.56,0.00022751679073915656,5.176389006824516e-08
2023-03-01,Bajaj Markets,0.01,0.35,8790.56,0.00011375839536957828,1.294097251706129e-08
2023-03-01,Bandhan Bank Apps,0.01,1.5,8790.56,0.00011375839536957828,1.294097251706129e-08
2023-03-01,Bank of America Apps,0.01,2.07,8790.56,0.00011375839536957828,1.294097251706129e-08
2023-03-01,Dhanlaxmi Bank Apps,0.01,3.21,8790.56,0.00011375839536957828,1.294097251706129e-08
2023-03-01,Janata Sahakari Bank Apps,0.01,3.74,8790.56,0.00011375839536957828,1.294097251706129e-08
2023-03-01,LivQuick PPI,0.01,0.64,8790.56,0.00011375839536957828,1.294097251706129e-08
2023-04-01,PhonePe,4216.99,710178.44,9003.64,46.83650168154213,2193.657889765099
2023-04-01,Google Pay,3109.24,474049.9,9003.64,34.533144372720365,1192.5380602671482
2023-04-01,Paytm,1299.25,155711.73,9003.64,14.430274866609505,208.23283272590197
2023-04-01,Amazon Pay,53.44,5351.07,9003.64,0.5935377247424375,0.3522870306924295
2023-04-01,Axis Bank Apps,51.74,1869.89,9003.64,0.5746564722712147,0.3302300611231974
2023-04-01,Cred,45.7,20729.56,9003.64,0.5075724929028704,0.25762983555163443
2023-04-01,ICICI Bank Apps,41.98,16704.57,9003.64,0.4662558698481947,0.2173945361678967
2023-04-01,Yes Bank Apps,35.33,12454.98,9003.64,0.3923968528284116,0.1539752901096421
2023-04-01,BHIM,23.77,7368.61,9003.64,0.26400433602409695,0.0696982894395243
2023-04-01,WhatsApp,14.83,1319.01,9003.64,0.1647111612636667,0.027129766644825616
2023-04-01,HDFC Bank Apps,14.48,3701.81,9003.64,0.16082384457841498,0.025864308984982175
2023-04-01,Kotak Mahindra Bank Apps,13.98,2845.65,9003.64,0.15527053502805535,0.024108939047898563
2023-04-01,IDFC Bank Apps,12.66,2865.32,9003.64,0.1406097978151059,0.01977111524160496
2023-04-01,FAM,11.78,146.58,9003.64,0.13083597300647293,0.017118051832550513
2023-04-01,Airtel Payments Bank Apps,9.04,640.22,9003.64,0.10040383667050215,0.010080930418156872
2023-04-01,Bajaj Finserv,7.68,1053.08,9003.64,0.08529883469352396,0.007275891200073128
2023-04-01,Samsung Pay,5.67,511.04,9003.64,0.06297453030107823,0.003965791466641421
2023-04-01,India Post Payments Bank Apps,5.24,746.48,9003.64,0.05819868408776896,0.0033870868295479317
2023-04-01,Federal Bank Apps,5.18,624.64,9003.64,0.05753228694172579,0.0033099640407450717
2023-04-01,State Bank of India Apps,4.09,1910.15,9003.64,0.045426072121941795,0.0020635280284278575
2023-04-01,Mobikwik,3.48,923.59,9003.64,0.03865103447050304,0.0014939024656400143
2023-04-01,Jupiter,2.72,380.27,9003.64,0.030210003953956403,0.0009126443388980615
2023-04-01,RBL Bank Apps,1.66,492.33,9003.64,0.01843698770719398,0.00033992251571522187
2023-04-01,Deutsche Bank Apps,1.65,143.66,9003.64,0.018325921516186786,0.0003358393994174378
2023-04-01,Jio Payments Bank Apps,1.49,112.21,9003.64,0.016548862460071704,0.0002738648487223705
2023-04-01,Canara Bank Apps,1.4,383.46,9003.64,0.01554926674100697,0.00024177969618298552
2023-04-01,Bank of Baroda Apps,1.06,392.74,9003.64,0.011773016246762422,0.00013860391154653194
2023-04-01,Punjab National Bank Apps,1.03,148.28,9003.64,0.011439817673740844,0.00013086942840843339
2023-04-01,IndusInd Bank Apps,0.8,877.27,9003.64,0.008885295280575413,7.894847222301571e-05
2023-04-01,Union Bank Apps,0.74,301.17,9003.64,0.008218898134532257,6.755028654581782e-05
2023-04-01,slice,0.66,170.62,9003.64,0.007330368606474715,5.373430390679006e-05
2023-04-01,AU Small Finance Bank Apps,0.63,184.93,9003.64,0.0069971700334531374,4.896038847705458e-05
2023-04-01,Karnataka Bank Apps,0.51,110.35,9003.64,0.005664375741366826,3.2085152539384975e-05
2023-04-01,Central Bank of India Apps,0.41,91.27,9003.64,0.004553713831294898,2.0736309657326462e-05
2023-04-01,DBS Digibank Apps,0.41,173.13,9003.64,0.004553713831294898,2.0736309657326462e-05
2023-04-01,UCO Bank Apps,0.34,111.87,9003.64,0.0037762504942445503,1.4260067795282211e-05
2023-04-01,Indian Bank Apps,0.27,86.37,9003.64,0.002998787157194202,8.992724414152882e-06
2023-04-01,OMNI,0.26,6.74,9003.64,0.002887720966187009,8.338932378556034e-06
2023-04-01,Bank of India Apps,0.22,66.93,9003.64,0.002443456202158238,5.970478211865561e-06
2023-04-01,South Indian Bank Apps,0.22,63.81,9003.64,0.002443456202158238,5.970478211865561e-06
2023-04-01,Standard Chartered Bank Apps,0.16,94.22,9003.64,0.0017770590561150825,3.157938888920628e-06
2023-04-01,TataNeu,0.15,16.46,9003.64,0.0016659928651078899,2.7755322265903957e-06
2023-04-01,HSBC Bank Apps,0.14,90.13,9003.64,0.0015549266741006974,2.4177969618298567e-06
2023-04-01,Groww,0.11,80.85,9003.64,0.001221728101079119,1.4926195529663902e-06
2023-04-01,Akudo & Muvin (Livquik),0.11,4.25,9003.64,0.001221728101079119,1.4926195529663902e-06
2023-04-01,Citi Bank Apps,0.1,58.17,9003.64,0.0011106619100719267,1.2335698784846205e-06
2023-04-01,DHANI,0.08,9.21,9003.64,0.0008885295280575413,7.89484722230157e-07
2023-04-01,Fino Payments bank Apps,0.08,5.67,9003.64,0.0008885295280575413,7.89484722230157e-07
2023-04-01,IDBI Bank Apps,0.07,32.02,9003.64,0.0007774633370503487,6.044492404574642e-07
2023-04-01,Bank of Maharashtra Apps,0.06,19.83,9003.64,0.000666397146043156,4.4408515625446337e-07
2023-04-01,City Union Bank Apps,0.06,18.31,9003.64,0.000666397146043156,4.4408515625446337e-07
2023-04-01,Tamilnad Mercantile Bank Apps,0.06,13.15,9003.64,0.000666397146043156,4.4408515625446337e-07
2023-04-01,BPAYWALLET,0.05,9.91,9003.64,0.0005553309550359633,3.0839246962115513e-07
2023-04-01,Karur Vysya Bank Apps,0.04,14.19,9003.64,0.00044426476402877063,1.9737118055753926e-07
2023-04-01,Punjab Sind Bank Apps,0.04,14.04,9003.64,0.00044426476402877063,1.9737118055753926e-07
2023-04-01,Allahabad Bank Apps,0.03,8.96,9003.64,0.000333198573021578,1.1102128906361584e-07
2023-04-01,Fave,0.03,3.27,9003.64,0.000333198573021578,1.1102128906361584e-07
2023-04-01,Indian Overseas Bank Apps,0.03,7.76,9003.64,0.000333198573021578,1.1102128906361584e-07
2023-04-01,Ultracash,0.03,2.1,9003.64,0.000333198573021578,1.1102128906361584e-07
2023-04-01,Others,0.03,8.54,9003.64,0.000333198573021578,1.1102128906361584e-07
2023-04-01,Cointab,0.02,10.61,9003.64,0.00022213238201438531,4.9342795139384815e-08
2023-04-01,Equitas Small Finance Bank Apps,0.02,13.86,9003.64,0.00022213238201438531,4.9342795139384815e-08
2023-04-01,MakeMyTrip,0.02,12.91,9003.64,0.00022213238201438531,4.9342795139384815e-08
2023-04-01,NSDL Payments Bank Apps,0.02,3.42,9003.64,0.00022213238201438531,4.9342795139384815e-08
2023-04-01,PINELABS,0.02,1.31,9003.64,0.00022213238201438531,4.9342795139384815e-08
2023-04-01,Utkarsh Small Finance Bank Apps,0.02,6.43,9003.64,0.00022213238201438531,4.9342795139384815e-08
2023-04-01,Bandhan Bank Apps,0.01,1.44,9003.64,0.00011106619100719266,1.2335698784846204e-08
2023-04-01,Dhanlaxmi Bank Apps,0.01,2.8,9003.64,0.00011106619100719266,1.2335698784846204e-08
2023-04-01,Slash,0.01,0.32,9003.64,0.00011106619100719266,1.2335698784846204e-08
2023-05-01,PhonePe,4499.2,757276.68,9523.59,47.242688943980156,2231.8716586576647
2023-05-01,Google Pay,3274.69,497748.17,9523.59,34.38503757511611,1182.3308090421467
2023-05-01,Paytm,1342.28,164843.79,9523.59,14.094264872805319,198.64830230479393
2023-05-01,Cred,61.04,23426.74,9523.59,0.6409347735465303,0.41079738394114207
2023-05-01,Amazon Pay,57.08,5772.68,9523.59,0.5993538151054382,0.3592249956814438
2023-05-01,Axis Bank Apps,47.38,1916.44,9523.59,0.49750146740882384,0.24750771007393302
2023-05-01,ICICI Bank Apps,43.92,17101.09,9523.59,0.4611706299830211,0.21267834995893656
2023-05-01,Yes Bank Apps,42.65,13006.24,9523.59,0.44783532260418596,0.20055647617199532
2023-05-01,BHIM,22.96,7209.87,9523.59,0.24108555702208934,0.05812224580465109
2023-05-01,Kotak Mahindra Bank Apps,16.31,3139.05,9523.59,0.1712589475187403,0.029329627105226644
2023-05-01,HDFC Bank Apps,16.07,3982.69,9523.59,0.1687388894314014,0.028472812806542704
2023-05-01,WhatsApp,15.98,1477.06,9523.59,0.16779386764864931,0.028154782020492444
2023-05-01,FAM,13.78,166.5,9523.59,0.14469333518137592,0.02093616124591
2023-05-01,Airtel Payments Bank Apps,9.17,627.17,9523.59,0.09628721942040763,0.009271228623713724
2023-05-01,Bajaj Finserv,9.12,1189.82,9523.59,0.09576220731887869,0.009170400350583903
2023-05-01,IDFC Bank Apps,8.56,1696.01,9523.59,0.08988207178175457,0.008078786827780482
2023-05-01,Samsung Pay,5.83,535.16,9523.59,0.06121641103827443,0.0037474489804069674
2023-05-01,Federal Bank Apps,5.12,643.62,9523.59,0.053761239196563476,0.0028902708399501133
2023-05-01,India Post Payments Bank Apps,5.04,775.77,9523.59,0.05292121983411718,0.002800655508730957
2023-05-01,State Bank of India Apps,4.48,1969.95,9523.59,0.04704108429699305,0.0022128636118368063
2023-05-01,Mobikwik,3.59,997.92,9523.59,0.03769586888977791,0.001420978531355326
2023-05-01,Jupiter,2.94,415.04,9523.59,0.030870711569901683,0.0009530008328320616
2023-05-01,Deutsche Bank Apps,1.89,174.27,9523.59,0.01984545743779394,0.0003938421809152908
2023-05-01,Jio Payments Bank Apps,1.56,119.8,9523.59,0.016380377567702935,0.0002683167692605055
2023-05-01,Canara Bank Apps,1.48,431.27,9523.59,0.01554035820525663,0.00024150273314768706
2023-05-01,RBL Bank Apps,1.24,489.36,9523.59,0.01302030011791772,0.00016952821516064818
2023-05-01,Bank of Baroda Apps,1.11,412.03,9523.59,0.011655268653942475,0.00013584528739557403
2023-05-01,Punjab National Bank Apps,1.1,177.69,9523.59,0.011550266233636686,0.0001334086500678878
2023-05-01,slice,0.83,194.68,9523.59,0.008715200885380407,7.595472647253543e-05
2023-05-01,IndusInd Bank Apps,0.81,886.1,9523.59,0.008505196044768832,7.233835975995139e-05
